dx1 -0.0002970095729096107
dy1 -5.276082284469741e-05
f_12_1 1.0135370106326744
dx2 2.9291268474685762e-05
dy2 -8.097859668124971e-05
f_12_2 1.0035013443106935
dx3 0.0001376410621259605
dy3 -0.00016504044388368958
f_12_3 1.0072007015437865
dx4 7.75337801234149e-06
dy4 -0.0002542910807496029
f_12_4 0.9900013176936487
dx5 7.928366616844635e-05
dy5 4.6225395025509535e-05
f_12_5 1.0039473993758807
dx6 2.552553310060054e-05
dy6 -2.0799469084681555e-05
f_12_6 1.005051209761374
dx7 -1.4030015743298953e-06
dy7 -8.21004549838073e-05
f_12_7 0.9956807677384051
dx8 -0.00011406704484602607
dy8 0.00010569194326290304
f_12_8 0.9869001756229195
dx9 1.190219049144487e-05
dy9 -0.00012589497961550973
f_12_9 0.9979760450240883
dx10 -2.1989552906822976e-05
dy10 -1.5250103099648486e-05
f_12_10 1.0082912642308037

